ko_id	CR18_ER180415_F	CR18_ER180415_S	CR18_LE180416_F	CR18_LE180416_S	CR18_XF180416_F	CR18_XF180416_S	CR18_LW180405_F	CR18_LW180405_S
K00038	0.0001867169557667	0.0001532841121017	0.0001295480623311	0.0002705902249281	0.0001344524902521	0.0002760736196319	0.0001746724890829	0.0002770411999841
K00039	5.601508673002596e-05	5.109470403392688e-05	1.850686604730355e-05	3.3823778116015554e-05	1.920749860745636e-05	0.0	0.0	0.0
K00040	0.0001307018690367	0.0002043788161357	9.253433023651774e-05	0.0002367664468121	0.0001728674874671	0.0	0.0	0.0
K00041	0.0	2.554735201696344e-05	0.0	0.0	1.920749860745636e-05	0.0	0.0	3.957731428345273e-05
K00042	7.468678230670127e-05	0.0001532841121017	0.0001295480623311	0.000135295112464	0.0001152449916447	0.0001840490797546	0.0001746724890829	0.0002374638857007
K00043	7.468678230670127e-05	7.664205605089033e-05	1.850686604730355e-05	3.3823778116015554e-05	1.920749860745636e-05	6.134969325153375e-05	0.0	0.0
K00045	9.335847788337658e-05	5.109470403392688e-05	9.253433023651774e-05	6.764755623203111e-05	0.0001152449916447	0.0	0.0	3.957731428345273e-05
K00046	0.00011203017346	7.664205605089033e-05	9.253433023651774e-05	0.000202942668696	7.68299944298254e-05	0.0002147239263803	0.0	7.915462856690546e-05
K00048	1.867169557667532e-05	2.554735201696344e-05	0.0	0.0	1.920749860745636e-05	3.067484662576687e-05	0.0001746724890829	7.915462856690546e-05
K00052	0.0008962413876804	0.0010218940806785	0.0007217677758448	0.0007779468966683	0.0007490924456907	0.0008895705521472	0.0012227074235807	0.0010685874856532
K00053	0.0005601508673002	0.0007664205605089	0.0005366991153718	0.0004735328936242	0.0005954324568311	0.0006441717791411	0.0005240174672489	0.0006728143428186
K00054	0.0001307018690367	0.0001277367600848	0.0001665617944257	0.000135295112464	7.68299944298254e-05	0.000122699386503	0.0001746724890829	0.0002770411999841
K00055	0.00011203017346	0.0001021894080678	1.850686604730355e-05	6.764755623203111e-05	1.920749860745636e-05	6.134969325153375e-05	0.0001746724890829	7.915462856690546e-05
K00057	0.0002427320424967	0.0003065682242035	0.0003146167228041	0.000202942668696	0.0003457349749342	0.0002760736196319	0.0003493449781659	0.0002374638857007
K00058	0.0012323319080605	0.0011751781927803	0.0009993707665543	0.0009808895653644	0.0009411674317653	0.001042944785276	0.0012227074235807	0.0010685874856532
K00059	0.002931456205538	0.0026824719617811	0.0023318651219602	0.0028750211398613	0.0022280698384649	0.0029141104294478	0.0012227074235807	0.0024933707998575
K00060	0.00016804526019	0.0002810208721865	0.000185068660473	0.00016911889058	0.0002496974818969	0.0002453987730061	0.0003493449781659	0.0003166185142676
K00064	0.0001493735646134	0.0001277367600848	0.0001110411962838	0.00016911889058	9.603749303728177e-05	0.0	0.0001746724890829	3.957731428345273e-05
K00065	0.0003174188248034	0.0001532841121017	0.0001110411962838	0.0002367664468121	0.0001728674874671	0.0002147239263803	0.0003493449781659	0.0004749277714014
K00066	1.867169557667532e-05	0.0	1.850686604730355e-05	3.3823778116015554e-05	0.0	6.134969325153375e-05	0.0	3.957731428345273e-05
K00067	0.0004107773026868	0.0003065682242035	0.0003331235888514	0.0004058853373921	0.0003457349749342	0.0003067484662576	0.0001746724890829	0.0004749277714014
K00068	3.734339115335064e-05	5.109470403392688e-05	3.70137320946071e-05	3.3823778116015554e-05	3.841499721491271e-05	9.20245398773006e-05	0.0	7.915462856690546e-05
K00073	3.734339115335064e-05	2.554735201696344e-05	0.0	3.3823778116015554e-05	0.0	0.0	0.0	7.915462856690546e-05
K00074	0.0005974942584536	0.000664231152441	0.0005552059814191	0.0008117706747843	0.0005762249582236	0.0007055214723926	0.0001746724890829	0.0008707009142359
K00075	0.0004294489982635	0.0004087576322714	0.0005366991153718	0.0003720615592761	0.0004609799665789	0.0002760736196319	0.0008733624454148	0.0004749277714014
K00076	5.601508673002596e-05	0.0	0.0	3.3823778116015554e-05	1.920749860745636e-05	3.067484662576687e-05	0.0	0.0
K00077	0.0003174188248034	0.0004343049842883	0.0003146167228041	0.0003382377811601	0.0001728674874671	0.0002453987730061	0.0	0.0003957731428345
K00087	1.867169557667532e-05	2.554735201696344e-05	0.0	0.000101471334348	1.920749860745636e-05	6.134969325153375e-05	0.0	7.915462856690546e-05
K00088	0.0012136602124838	0.0013029149528651	0.0012399600251693	0.0010485371215964	0.0013445249025219	0.0008895705521472	0.0010480349344978	0.0009498555428028
K00090	1.867169557667532e-05	2.554735201696344e-05	3.70137320946071e-05	0.000101471334348	7.68299944298254e-05	0.000122699386503	0.0	3.957731428345273e-05
